Vv_m2,2000,1000,VIT_13s0064g01480
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_13s0064g01490,2064,1.0000,Lipoxygenase,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
2,VIT_13s0067g03590,2058,1.0000,R protein MLA10,K13475,,vv34627R_proteins_from_Plant-pathogen_interaction,
3,VIT_17s0000g08530,2075,1.0000,Boron transporter-like protein 1,BOR1,,vv50124Porters_cat_30_to_64,
4,VIT_15s0021g01080,2051,1.0000,CYP72A1,K13400,,vv10902Monoterpenoid_biosynthesis,
5,VIT_19s0027g01120,2062,0.9995,Lateral organ boundaries protein 4,LBD4_1,,vv60007AS2,
6,VIT_12s0028g02210,2061,0.9990,Riboflavin kinase,E2_7_1_26,,vv10740Riboflavin_metabolism,
7,VIT_06s0009g03270,2067,0.9981,No hit,,,,
8,VIT_04s0008g04920,2060,0.9971,2-oxoglutarate-dependent dioxygenase,,,,
9,VIT_08s0040g02200,2054,0.9961,Peroxidase ATP2a,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
10,VIT_02s0025g01850,2058,0.9956,Cellulose synthase CSLG3,E2_4_1_12_CSLG3,,vv40006Cell_wall,
11,VIT_09s0002g00520,2061,0.9952,Lipase GDSL 2,,,,
12,VIT_00s0186g00090,2050,0.9942,Zinc finger (C3HC4-type ring finger),ZFC3HC4_5,,vv60078Other_zf-C3HC4,
13,VIT_02s0025g03200,2055,0.9899,Dehydration-responsive protein,,,,
14,VIT_06s0004g07740,2032,0.9874,Cationic peroxidase 1 precursor,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
15,VIT_14s0036g00220,2042,0.9831,No hit,,,,
16,VIT_12s0035g01250,2027,0.9806,Disease resistance protein (NBS-LRR class),,,,
17,VIT_02s0025g01980<br>VIT_02s0025g01910,2027,0.9802,
18,VIT_08s0007g08460,2001,0.9747,Unknown protein,,,,
19,VIT_18s0166g00140,2021,0.9744,Oligopeptidase A,E3_4_24_70,,,
20,VIT_19s0085g01180,2017,0.9730,HUA1 (enhancer of AG-4 1),HUA1,,vv30009Flower_development,vv60018C3H
21,VIT_06s0004g06830,2015,0.9725,Asparagine synthetase,E6_3_5_4,,vv10910Nitrogen_metabolism,
